"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"264","4","20-Jul","Sim #42","G","G","G","G","G","G","G","G","G","G","G","G","G","G","NG","F","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","G","G","S"
"265","4","19-Jul","Sim #41","F","G","G","G","G","F","G","G","G","G","G","F","F","G","NG","F","","","U","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","U","","","","F","","","","","G","F","S"
"266","4","17-Jul","Sim #40","G","G","G","G","F","G","F","G","G","G","F","G","F","F","NG","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","F","","","","","F","G","S"
"267","4","16-Jul","Sim #39","F","G","G","G","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","","","F","","","","","F","F","S"
"268","4","15-Jul","Flight #34","G","G","E","E","E","E","G","G","G","E","E","G","G","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"269","4","15-Jul","Flight #33","F","G","G","E","G","G","G","F","F","G","G","G","E","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","U","","","","","","","F"
"270","4","14-Jul","Flight #32","G","E","E","E","G","E","G","G","E","E","G","E","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","","","","G","","","","","","","F"
"271","4","13-Jul","Flight #31","G","F","G","G","E","E","E","G","G","G","E","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"272","4","13-Jul","Flight #30","U","G","G","E","E","E","E","E","G","G","E","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","","","","","F"
"273","4","11-Jul","Sim #38","F","F","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","F","","","","","F","F","S"
"274","4","10-Jul","Flight #29","F","G","G","E","G","G","G","E","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","E","","","","","","","F"
"275","4","10-Jul","Flight #28","F","E","E","G","G","G","G","E","G","G","G","G","G","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","E","","","","","","","F"
"276","4","6-Jul","Sim #37","U","F","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","F","","","","U","","","","","F","F","S"
"277","4","3-Jul","Sim #36","U","F","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","F","","","","","U","U","S"
"278","4","2-Jul","Sim #35","F","U","F","F","U","U","F","F","F","F","F","F","F","F","NG","F","","","","U","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","","","","","U","U","S"
"279","4","28-Jun","Sim #34","G","E","G","E","E","E","G","G","E","G","E","G","E","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"280","4","28-Jun","Flight #27","G","U","NG","G","G","G","G","G","G","E","G","G","U","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NG","","","","","","G","G","G","","","","","","","","","","","","","","G","","G","G","","","","","","","G","G","","G","F","NG","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"281","4","27-Jun","Sim #33","F","G","G","G","E","E","G","E","E","E","G","E","G","G","G","G","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","G","F","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"282","4","21-Jun","Sim #32","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","F","","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"283","4","20-Jun","Sim #31","G","E","E","G","G","G","G","G","F","G","F","G","F","G","G","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","E","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"284","4","18-Jun","Flight #26","G","E","NG","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","","","","","","","","","","","","","E","G","","G","","","","","","","","","","","","G","E","E","F","G","E","F","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"285","4","13-Jun","Flight #25","E","G","E","E","E","E","E","E","E","U","G","U","U","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","E","E","G","","","","G","","","E","","","","","","","","","","","","","","","","E","","","","","","","","","","","","G","E","G","E","E","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"286","4","13-Jun","Flight #24","G","E","G","G","G","E","E","E","E","E","G","E","G","E","E","E","","E","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","","G","","","E","G","E","E","E","E","","E","","G","E","E","G","E","","","E","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"287","4","11-Jun","Flight #23","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","E","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","","G","","","G","","","","","","","","","","","","","","","","G","","G","G","G","G","","","","","","","G","G","G","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"288","4","11-Jun","Flight #22","G","E","G","G","G","G","G","G","E","G","G","G","G","G","G","E","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","G","","","","G","","","E","G","","G","","G","","G","","","G","G","G","G","","","G","G","","G","G","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"289","4","8-Jun","Sim #30","E","G","G","G","E","E","G","E","E","E","E","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","E","G","G","","E","","G","","","E","","","","","","","","","","","","","","","","","","","","","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"290","4","8-Jun","Flight #21","E","E","G","G","E","E","E","G","G","G","G","G","G","E","G","E","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","G","G","E","G","","G","","","G","F","","E","","","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
